,Name,Age,Club,Overall,Potential,Height,Nationality
434,M. Vecino,26,Inter,80,81,1.8796,Uruguay
435,T. Bakayoko,23,Milan,80,85,1.8796,France
436,M. Dahoud,22,Borussia Dortmund,80,86,1.778,Germany
437,Rafa,25,SL Benfica,80,83,1.7272,Portugal
438,K. Baldé,23,Inter,80,85,1.8034,Senegal
439,G. Rulli,26,Real Sociedad,80,85,1.8796,Argentina
440,F. Armani,31,River Plate,80,80,1.8796,Argentina
441,Rony Lopes,22,AS Monaco,80,85,1.7526,Portugal
442,Santi Mina,22,Valencia CF,80,85,1.8034,Spain
443,K. Demirbay,24,TSG 1899 Hoffenheim,80,84,1.8288,Germany
444,Gayà,23,Valencia CF,80,85,1.7272,Spain
445,André Gomes,24,Everton,80,85,1.8796,Portugal
446,N. Tagliafico,25,Ajax,80,82,1.7018,Argentina
447,M. Sanson,23,Olympique de Marseille,80,85,1.8034,France
448,Pacheco,26,Deportivo Alavés,80,83,1.8542,Spain
449,E. Can,24,Juventus,80,85,1.8288,Germany
450,H. Çalhanoğlu,24,Milan,80,84,1.778,Turkey
451,M. Ginter,24,Borussia Mönchengladbach,80,82,1.8796,Germany
452,M. Keane,25,Everton,80,83,1.905,England
453,L. Paredes,24,,80,85,1.8034,Argentina
454,T. Stepanenko,28,Shakhtar Donetsk,80,80,1.8034,Ukraine
455,L. Shaw,22,Manchester United,80,85,1.8034,England
456,Z. Feddal,28,Real Betis,80,80,1.905,Morocco
457,S. Haller,24,Eintracht Frankfurt,80,83,1.905,France
458,Bernard,25,Everton,80,81,1.651,Brazil
459,T. Inui,30,Real Betis,80,80,1.7018,Japan
460,Portu,26,Girona FC,80,81,1.778,Spain
461,M. Batshuayi,24,Valencia CF,80,84,1.8542,Belgium
462,E. Zahavi,30,Guangzhou R&F; FC,80,80,1.8288,Israel
463,T. Vaclík,29,Sevilla FC,80,81,1.8796,Czech Republic
464,N. Pope,26,Burnley,80,83,2.0066,England
465,Héctor Bellerín,23,Arsenal,80,85,1.778,Spain
466,P. Kadeřábek,26,TSG 1899 Hoffenheim,80,81,1.8288,Czech Republic
467,J. Butland,25,Stoke City,80,85,1.9558,England
468,J. Vestergaard,25,Southampton,80,81,1.9812,Denmark
469,J. Tarkowski,25,Burnley,80,83,1.9304,England
470,Deulofeu,24,Watford,80,82,1.778,Spain
471,E. Dier,24,Tottenham Hotspur,80,84,1.8796,England
472,J. Murillo,26,Valencia CF,80,84,1.8288,Colombia
473,M. Badelj,29,Lazio,80,80,1.8542,Croatia
474,Ismaily,28,Shakhtar Donetsk,80,80,1.778,Brazil
475,N. Schulz,25,TSG 1899 Hoffenheim,80,81,1.8034,Germany
476,L. Digne,24,Everton,80,84,1.778,France
477,M. Uth,26,FC Schalke 04,80,81,1.8542,Germany
478,Cristian Tello,26,Real Betis,80,80,1.778,Spain
479,D. Vida,29,Beşiktaş JK,80,80,1.8288,Croatia
480,L. Muriel,27,Sevilla FC,80,81,1.778,Colombia
481,V. Aboubakar,26,FC Porto,80,82,1.8288,Cameroon
482,A. Oxlade-Chamberlain,24,Liverpool,80,85,1.7526,England
483,S. Aurier,25,Tottenham Hotspur,80,83,1.7526,Ivory Coast
484,J. Matip,26,Liverpool,80,82,1.9304,Cameroon
485,Y. Rakitskyi,28,Shakhtar Donetsk,80,80,1.8542,Ukraine
486,Sergi Enrich,28,SD Eibar,80,80,1.8034,Spain
487,A. Yarmolenko,28,West Ham United,80,80,1.905,Ukraine
488,Hugo Mallo,27,RC Celta,80,81,1.7526,Spain
489,André Almeida,27,SL Benfica,80,80,1.8542,Portugal
490,D. Didavi,28,VfB Stuttgart,80,80,1.8034,Germany
491,R. Rodríguez,25,Milan,80,83,1.8034,Switzerland
492,R. Pereyra,27,Watford,80,80,1.8288,Argentina
493,Mario Gaspar,27,Villarreal CF,80,80,1.8288,Spain
494,Maicon,29,Galatasaray SK,80,80,1.905,Brazil
495,D. Blind,28,Ajax,80,80,1.8034,Netherlands
496,J. Zoet,27,PSV,80,83,1.8796,Netherlands
497,A. Ljajić,26,Beşiktaş JK,80,81,1.8288,Serbia
498,Canales,27,Real Betis,80,80,1.8034,Spain
499,Iago Falqué,28,Torino,80,80,1.7526,Spain
500,L. de Jong,27,PSV,80,80,1.8796,Netherlands
501,Guaita,31,Crystal Palace,80,80,1.905,Spain
502,Muniain,25,Athletic Club de Bilbao,80,83,1.7018,Spain
503,Susaeta,30,Athletic Club de Bilbao,80,80,1.778,Spain
504,S. Rudy,28,FC Schalke 04,80,80,1.778,Germany
505,K. Trapp,27,Eintracht Frankfurt,80,81,1.8796,Germany
506,V. Wanyama,27,Tottenham Hotspur,80,82,1.8288,Kenya
507,N. Nkoulou,28,Torino,80,80,1.8288,Cameroon
508,R. Boudebouz,28,Real Betis,80,80,1.778,Algeria
509,Camacho,28,VfL Wolfsburg,80,81,1.8288,Spain
510,S. Ulreich,29,FC Bayern München,80,80,1.9304,Germany
511,M. Musacchio,27,Milan,80,80,1.8034,Argentina
512,C. Stuani,31,Girona FC,80,80,1.8542,Uruguay
513,P. Gulácsi,28,RB Leipzig,80,80,1.9304,Hungary
514,Bruno,34,Villarreal CF,80,80,1.8288,Spain
515,F. Delph,28,Manchester City,80,80,1.7526,England
516,A. Lallana,30,Liverpool,80,80,1.778,England
517,Marcelo,31,Olympique Lyonnais,80,80,1.905,Brazil
518,S. Coleman,29,Everton,80,80,1.778,Republic of Ireland
519,Alexandre Pato,28,Tianjin Quanjian FC,80,80,1.8034,Brazil
520,Antunes,31,Getafe CF,80,80,1.7526,Portugal
521,Nacho Monreal,32,Arsenal,80,80,1.778,Spain
522,Beñat,31,Athletic Club de Bilbao,80,80,1.778,Spain
523,A. Fernández,32,Beijing Renhe FC,80,80,1.778,Argentina
524,K. Gameiro,31,Valencia CF,80,80,1.7272,France
525,I. Piatti,33,Montreal Impact,80,80,1.8034,Argentina
526,V. Birsa,31,Chievo Verona,80,80,1.8288,Slovenia
527,S. Romero,31,Manchester United,80,80,1.9304,Argentina
528,D. Criscito,31,Genoa,80,80,1.8288,Italy
529,D. Valeri,32,Portland Timbers,80,80,1.778,Argentina
530,D. Sturridge,28,Liverpool,80,80,1.8034,England
531,Raúl García,31,Athletic Club de Bilbao,80,80,1.8288,Spain
532,S. Defour,30,Burnley,80,80,1.7526,Belgium
533,M. Škrtel,33,Fenerbahçe SK,80,80,1.905,Slovakia
534,S. Radu,31,Lazio,80,80,1.8288,Romania
535,G. Cahill,32,Chelsea,80,80,1.9304,England
536,L. Diarra,33,Paris Saint-Germain,80,80,1.7526,France
537,L. Perrin,32,AS Saint-Étienne,80,80,1.8034,France
538,Dante,34,OGC Nice,80,80,1.8796,Brazil
539,A. Granqvist,33,,80,80,1.9304,Sweden
540,A. Gignac,32,Tigres U.A.N.L.,80,80,1.8796,France
541,M. Gómez,32,VfB Stuttgart,80,80,1.8796,Germany
542,I. Akinfeev,32,PFC CSKA Moscow,80,80,1.8542,Russia
543,I. Denisov,34,Lokomotiv Moscow,80,80,1.7526,Russia
544,Juanfran,33,Atlético Madrid,80,80,1.8034,Spain
545,Diego López,36,RCD Espanyol,80,80,1.9558,Spain
546,Santi Cazorla,33,Villarreal CF,80,80,1.6764,Spain
547,Jesús Navas,32,Sevilla FC,80,80,1.7018,Spain
548,J. Mascherano,34,Hebei China Fortune FC,80,80,1.7526,Argentina
549,A. Mirante,34,Roma,80,80,1.9304,Italy
550,D. Srna,36,Cagliari,80,80,1.778,Croatia
551,B. Schweinsteiger,33,Chicago Fire,80,80,1.8288,Germany
552,Moyá,34,Real Sociedad,80,80,1.8796,Spain
553,W. Rooney,32,DC United,80,80,1.7526,England
554,Fernando Torres,34,Sagan Tosu,80,80,1.8542,Spain
555,S. Sorrentino,39,Chievo Verona,80,80,1.8542,Italy
556,V. Tsygankov,20,Dynamo Kyiv,79,86,1.778,Ukraine
557,Rúben Dias,21,SL Benfica,79,85,1.8542,Portugal
558,David Neres,21,Ajax,79,86,1.7526,Brazil
559,Raphinha,21,Sporting CP,79,86,1.7526,Brazil
560,A. Harit,21,FC Schalke 04,79,86,1.8034,Morocco
561,Richarlison,21,Everton,79,86,1.8034,Brazil
562,L. Martínez,20,Inter,79,86,1.7526,Argentina
563,F. Kessié,21,Milan,79,88,1.8288,Ivory Coast
564,Luimo Boas Santos,30,Santos,79,79,1.7526,Brazil
565,Gabri Prestão,26,Internacional,79,79,1.8542,Brazil
566,Melvin Parrela,30,América FC (Minas Gerais),79,79,1.8796,Brazil
567,Antônio Chiamuloira,30,Internacional,79,79,1.8288,Brazil
568,Maikel Catarino,34,Atlético Mineiro,79,79,1.778,Brazil
569,A. Lunev,26,,79,81,1.8796,Russia
570,André Silva,22,Sevilla FC,79,87,1.8542,Portugal
571,C. Pulisic,19,Borussia Dortmund,79,87,1.778,United States
572,M. Dmitrović,26,SD Eibar,79,80,1.9304,Serbia
573,L. Tousart,21,Olympique Lyonnais,79,84,1.8542,France
574,Marcos Llorente,23,Real Madrid,79,87,1.8288,Spain
575,B. Verbič,24,Dynamo Kyiv,79,81,1.778,Slovenia
576,S. Bergwijn,20,PSV,79,86,1.778,Netherlands
577,A. Diallo,22,Borussia Dortmund,79,86,1.8542,France
578,A. Golovin,22,AS Monaco,79,85,1.8034,Russia
579,M. Campaña,29,Independiente,79,80,1.8542,Uruguay
580,C. Pavón,22,Boca Juniors,79,85,1.7526,Argentina
581,K. Toko-Ekambi,25,Villarreal CF,79,80,1.8542,Cameroon
582,Granell,29,Girona FC,79,79,1.7526,Spain
583,F. Cervi,24,SL Benfica,79,84,1.651,Argentina
584,J. Weigl,22,Borussia Dortmund,79,84,1.8542,Germany
585,V. Lindelöf,23,Manchester United,79,85,1.8796,Sweden
586,A. Rebić,24,Eintracht Frankfurt,79,82,1.8542,Croatia
587,A. Sanabria,22,Real Betis,79,85,1.8034,Paraguay
588,R. Battaglia,26,Sporting CP,79,80,1.8796,Argentina
589,M. Philipp,24,Borussia Dortmund,79,84,1.8288,Germany
590,A. Saint-Maximin,21,OGC Nice,79,86,1.7272,France
591,D. Zappacosta,26,Chelsea,79,81,1.8288,Italy
592,L. Alario,25,Bayer 04 Leverkusen,79,82,1.8288,Argentina
593,D. Benedetto,28,Boca Juniors,79,79,1.778,Argentina
594,I. Marcone,28,Cruz Azul,79,80,1.8288,Argentina
595,J. Gbamin,22,1. FSV Mainz 05,79,84,1.8542,Ivory Coast
596,J. Lerma,23,Bournemouth,79,84,1.778,Colombia
597,Ricardo Horta,23,SC Braga,79,84,1.7272,Portugal
598,R. Zobnin,24,Spartak Moscow,79,86,1.8288,Russia
599,M. Meyer,22,Crystal Palace,79,83,1.7272,Germany
600,Bruma,23,RB Leipzig,79,83,1.7272,Portugal
601,R. Centurión,25,Racing Club,79,81,1.7526,Argentina
602,Jonny,24,Wolverhampton Wanderers,79,83,1.7018,Spain
603,Otávio,23,FC Porto,79,85,1.7272,Brazil
604,J. Hofmann,25,Borussia Mönchengladbach,79,80,1.7526,Germany
605,N. Aké,23,Bournemouth,79,84,1.8034,Netherlands
606,J. Hector,28,1. FC Köln,79,79,1.8542,Germany
607,S. Kolašinac,25,Arsenal,79,82,1.8288,Bosnia Herzegovina
608,G. Pizarro,28,Tigres U.A.N.L.,79,79,1.8542,Argentina
609,Roger,27,Levante UD,79,80,1.778,Spain
610,Sergio Rico,24,Fulham,79,83,1.9304,Spain
611,L. Milivojević,27,Crystal Palace,79,81,1.8542,Serbia
612,D. Baselli,26,Torino,79,82,1.8288,Italy
613,K. Rekik,23,Hertha BSC,79,83,1.8542,Netherlands
614,Denis Suárez,24,FC Barcelona,79,86,1.7526,Spain
615,W. Orban,25,RB Leipzig,79,81,1.8542,Hungary
616,Mário Rui,27,Napoli,79,80,1.7018,Portugal
617,Iñigo Martínez,27,Athletic Club de Bilbao,79,80,1.8288,Spain
618,K. Zouma,23,Everton,79,83,1.905,France
619,Roque Mesa,29,Sevilla FC,79,79,1.7018,Spain
620,J. Brooks,25,VfL Wolfsburg,79,84,1.9304,United States
621,L. Karius,25,Beşiktaş JK,79,83,1.8796,Germany
622,Zé Luís,27,Spartak Moscow,79,80,1.8288,Cape Verde
623,D. Klaassen,25,SV Werder Bremen,79,81,1.778,Netherlands
624,M. Elyounoussi,23,Southampton,79,85,1.778,Norway
625,L. Bittencourt,24,TSG 1899 Hoffenheim,79,82,1.7018,Germany
626,Sergi Darder,24,RCD Espanyol,79,83,1.8034,Spain
627,J. Roussillon,25,VfL Wolfsburg,79,84,1.7526,France
628,D. Demme,26,RB Leipzig,79,80,1.7018,Germany
629,J. Gouweleeuw,26,FC Augsburg,79,80,1.8796,Netherlands
630,M. Rojo,28,Manchester United,79,79,1.8796,Argentina
631,J. Veretout,25,Fiorentina,79,84,1.7526,France
632,L. Kurzawa,25,Paris Saint-Germain,79,82,1.8288,France
633,G. Ramírez,27,Sampdoria,79,79,1.8288,Uruguay
634,David López,28,RCD Espanyol,79,79,1.8288,Spain
635,C. Tătăruşanu,32,FC Nantes,79,79,1.9558,Romania
636,A. Mandi,26,Real Betis,79,82,1.8288,Algeria
637,D. Sidibé,25,AS Monaco,79,80,1.8288,France
638,Y. Konoplyanka,28,FC Schalke 04,79,79,1.778,Ukraine
639,S. Berghuis,26,Feyenoord,79,80,1.8288,Netherlands
640,H. Vanaken,25,Club Brugge KV,79,81,1.9558,Belgium
641,Campaña,25,Levante UD,79,82,1.778,Spain
642,M. van Ginkel,25,Chelsea,79,80,1.8542,Netherlands
643,Nolito,31,Sevilla FC,79,79,1.7526,Spain
644,M. Gregoritsch,24,FC Augsburg,79,82,1.9304,Austria
645,Ibai Gómez,28,Deportivo Alavés,79,79,1.778,Spain
646,Danilo,26,Manchester City,79,80,1.8288,Brazil
647,R. Barkley,24,Chelsea,79,82,1.8542,England
648,M. Ryan,26,Brighton & Hove Albion,79,81,1.8288,Australia
649,Sergio León,29,Real Betis,79,79,1.778,Spain
650,B. Stambouli,27,FC Schalke 04,79,79,1.8034,France
651,J. Guilavogui,27,VfL Wolfsburg,79,80,1.8796,France
652,Sérgio Oliveira,26,FC Porto,79,82,1.8034,Portugal
653,D. Caligiuri,30,FC Schalke 04,79,79,1.8288,Italy
654,C. Wilson,26,Bournemouth,79,81,1.8034,England
655,P. Jones,26,Manchester United,79,80,1.8542,England
656,Borja García,27,Girona FC,79,79,1.7526,Spain
657,Y. Belhanda,28,Galatasaray SK,79,79,1.778,Morocco
658,G. Pezzella,27,Fiorentina,79,81,1.8542,Argentina
659,Jaume Costa,30,Villarreal CF,79,79,1.7018,Spain
660,C. Tosun,27,Everton,79,80,1.8288,Turkey
661,Escudero,28,Sevilla FC,79,79,1.7526,Spain
662,Kike García,28,SD Eibar,79,79,1.8542,Spain
663,Elkeson,28,Shanghai SIPG FC,79,79,1.8034,Brazil
664,Ricardo Goulart,27,Guangzhou Evergrande Taobao FC,79,80,1.8034,Brazil
665,J. Guðmundsson,27,Burnley,79,79,1.778,Iceland
666,N. Clyne,27,Liverpool,79,80,1.7526,England
667,M. Hitz,30,Borussia Dortmund,79,79,1.9304,Switzerland
668,De Marcos,29,Athletic Club de Bilbao,79,79,1.8288,Spain
669,B. Mee,28,Burnley,79,79,1.8288,England
670,Rafael,27,Olympique Lyonnais,79,79,1.7272,Brazil
671,Iborra,30,Leicester City,79,79,1.905,Spain
672,J. Wilshere,26,West Ham United,79,81,1.7272,England
673,B. Hübner,28,TSG 1899 Hoffenheim,79,79,1.9304,Germany
674,Souza,29,Al Ahli,79,79,1.8796,Brazil
675,F. Coquelin,27,Valencia CF,79,80,1.778,France
676,Alex Teixeira,28,Jiangsu Suning FC,79,79,1.7272,Brazil
677,A. Dzagoev,28,PFC CSKA Moscow,79,79,1.778,Russia
678,I. Smolnikov,29,,79,79,1.778,Russia
679,Y. M'Vila,28,AS Saint-Étienne,79,80,1.8288,France
680,K. Asamoah,29,Inter,79,79,1.7272,Ghana
681,R. Zieler,29,VfB Stuttgart,79,80,1.8796,Germany
682,D. Drinkwater,28,Chelsea,79,79,1.778,England
683,N. Kalinić,30,Atlético Madrid,79,79,1.8796,Croatia
684,Mariano,32,Galatasaray SK,79,79,1.778,Brazil
685,S. Feghouli,28,Galatasaray SK,79,79,1.7526,Algeria
686,Adrien Silva,29,Leicester City,79,79,1.7526,Portugal
687,Fernando,30,Galatasaray SK,79,79,1.8288,Brazil
688,I. Traoré,30,Borussia Mönchengladbach,79,79,1.7018,Guinea
689,G. Mercado,31,Sevilla FC,79,79,1.8034,Argentina
690,N. Petersen,29,SC Freiburg,79,79,1.8796,Germany
691,O. Karnezis,32,Napoli,79,79,1.905,Greece
692,M. Sakho,28,Crystal Palace,79,80,1.8796,France
693,Sidnei,28,Real Betis,79,80,1.8796,Brazil
694,S. Jovetić,28,AS Monaco,79,79,1.8288,Montenegro
695,Eder,31,Jiangsu Suning FC,79,79,1.778,Italy
696,J. Hernández,30,West Ham United,79,79,1.7526,Mexico
697,Fabricio,30,Fulham,79,79,1.8288,Spain
698,Kiko Casilla,31,Real Madrid,79,79,1.905,Spain
699,Ángel,31,Getafe CF,79,79,1.7272,Spain
700,M. Schneiderlin,28,Everton,79,79,1.8542,France
701,M. Fellaini,30,Manchester United,79,79,1.9304,Belgium
702,P. Wernbloom,32,PAOK,79,79,1.8796,Sweden
703,D. Ospina,29,Napoli,79,79,1.8288,Colombia
704,S. Mignolet,30,Liverpool,79,79,1.9304,Belgium
705,A. Begović,31,Bournemouth,79,79,1.9812,Bosnia Herzegovina
706,N. Şahin,29,SV Werder Bremen,79,79,1.8034,Turkey
707,R. Bertrand,28,Southampton,79,79,1.778,England
708,A. Masiello,32,Atalanta,79,79,1.8288,Italy
709,T. Walcott,29,Everton,79,79,1.7526,England
710,Charles,34,SD Eibar,79,79,1.778,Brazil
711,T. Heaton,32,Burnley,79,79,1.8796,England
712,H. Ben Arfa,31,Stade Rennais FC,79,79,1.778,France
713,D. Abraham,31,Eintracht Frankfurt,79,79,1.8796,Argentina
714,E. Lavezzi,33,Hebei China Fortune FC,79,79,1.7272,Argentina
715,S. Kalou,32,Hertha BSC,79,79,1.8288,Ivory Coast
716,J. Farfán,33,Lokomotiv Moscow,79,79,1.778,Peru
717,R. Babel,31,Beşiktaş JK,79,79,1.8542,Netherlands
718,A. Young,32,Manchester United,79,79,1.7526,England
719,J. Hart,31,Burnley,79,79,1.9558,England
720,L. López,35,Racing Club,79,79,1.7526,Argentina
721,D. Baier,34,FC Augsburg,79,79,1.7526,Germany
722,B. Yılmaz,32,Trabzonspor,79,79,1.8796,Turkey
723,R. Adler,33,1. FSV Mainz 05,79,79,1.905,Germany
724,S. Lichtsteiner,34,Arsenal,79,79,1.8288,Switzerland
725,E. Adebayor,34,Medipol Başakşehir FK,79,79,1.9304,Togo
726,E. Belözoğlu,37,Medipol Başakşehir FK,79,79,1.7018,Turkey
727,Loren,24,Real Betis,78,83,1.8796,Spain
728,Éder Militão,20,FC Porto,78,87,1.8542,Brazil
729,F. Chiesa,20,Fiorentina,78,87,1.7526,Italy
730,M. Lazzari,24,SPAL,78,81,1.7526,Italy
731,A. Hakimi,19,Borussia Dortmund,78,86,1.8034,Morocco
732,S. Nakajima,23,Portimonense SC,78,84,1.651,Japan
733,L. Jović,20,Eintracht Frankfurt,78,86,1.8288,Serbia
734,S. Ascacíbar,21,VfB Stuttgart,78,84,1.6764,Argentina
735,A. Lafont,19,Fiorentina,78,90,1.9304,France
736,T. Alexander-Arnold,19,Liverpool,78,88,1.8034,England
737,F. Krovinović,22,SL Benfica,78,84,1.778,Croatia
738,Sidney Pessinho,26,Internacional,78,78,1.8796,Brazil
739,Everticinho,30,Grêmio,78,78,1.7526,Brazil
740,Claudio Coíntra,34,Internacional,78,78,1.7526,Brazil
741,Ronaldo Esler,30,Atlético Mineiro,78,78,1.6764,Brazil
742,P. Lees-Melou,25,OGC Nice,78,80,1.8542,France
743,B. Chilwell,21,Leicester City,78,85,1.778,England
744,João Novais,24,SC Braga,78,81,1.8288,Portugal
745,D. Calabria,21,Milan,78,88,1.7526,Italy
746,F. Mendy,23,Olympique Lyonnais,78,86,1.778,France
747,L. Pellegrini,22,Roma,78,84,1.8542,Italy
748,Soares,27,FC Porto,78,79,1.8796,Brazil
749,Daniel Podence,22,Olympiacos CFP,78,84,1.6256,Portugal
750,M. Díaz,32,Club Atlético Huracán,78,78,1.8796,Argentina
751,G. Martínez,25,River Plate,78,82,1.7272,Argentina
752,M. Eggestein,21,SV Werder Bremen,78,84,1.8034,Germany
753,Trezeguet,23,Kasimpaşa SK,78,80,1.778,Egypt
754,N. Amiri,21,TSG 1899 Hoffenheim,78,85,1.8034,Germany
755,Vallejo,21,Real Madrid,78,86,1.8288,Spain
756,J. Gomez,21,Liverpool,78,88,1.8796,England
757,Diogo Jota,21,Wolverhampton Wanderers,78,86,1.778,Portugal
758,Joan Jordán,23,SD Eibar,78,83,1.8288,Spain
759,Dyego Sousa,28,SC Braga,78,78,1.905,Brazil
760,A. Marušić,25,Lazio,78,79,1.8542,Montenegro
761,David Soria,25,Getafe CF,78,80,1.9304,Spain
762,V. Rongier,23,FC Nantes,78,83,1.7272,France
763,W. Weghorst,25,VfL Wolfsburg,78,80,1.9812,Netherlands
764,O. Al Soma,29,Al Ahli,78,78,1.905,Syria
765,M. Nakamba,24,Club Brugge KV,78,83,1.7526,Zimbabwe
766,Petros,29,Al Nassr,78,78,1.8034,Brazil
767,Pablo Maffeo,20,VfB Stuttgart,78,86,1.7272,Spain
768,Y. Mina,23,Everton,78,85,1.9558,Colombia
769,M. Dúbravka,29,Newcastle United,78,80,1.905,Slovakia
770,Diego Carlos,25,FC Nantes,78,80,1.8542,Brazil
771,D. Djené,26,Getafe CF,78,79,1.7526,Togo
772,G. Simeone,22,Fiorentina,78,85,1.8034,Argentina
773,M. Meza,25,Independiente,78,79,1.8034,Argentina
774,Bastos,26,Lazio,78,79,1.8034,Angola
775,S. Lobotka,23,RC Celta,78,84,1.7018,Slovakia
776,Y. Tielemans,21,AS Monaco,78,87,1.7526,Belgium
777,Marcelo Goiano,30,SC Braga,78,78,1.7526,Brazil
778,K. Tete,22,Olympique Lyonnais,78,83,1.8034,Netherlands
779,Capa,26,Athletic Club de Bilbao,78,81,1.7526,Spain
780,M. Sportiello,26,Frosinone,78,81,1.9304,Italy
781,Jemerson,25,AS Monaco,78,81,1.8288,Brazil
782,N. Maksimović,26,Napoli,78,81,1.9304,Serbia
783,D. Zapata,27,Atalanta,78,79,1.8796,Colombia
784,J. Correa,23,Lazio,78,83,1.8796,Argentina
785,E. Rigoni,25,Atalanta,78,81,1.778,Argentina
786,C. Izquierdoz,29,Boca Juniors,78,78,1.8542,Argentina
787,W. Barrios,24,Boca Juniors,78,85,1.778,Colombia
788,J. Mojica,25,Girona FC,78,81,1.8542,Colombia
789,A. Selikhov,24,Spartak Moscow,78,82,1.8796,Russia
790,A. Iwobi,22,Arsenal,78,84,1.8542,Nigeria
791,D. Laxalt,25,Milan,78,80,1.778,Uruguay
792,N. Bentaleb,23,FC Schalke 04,78,83,1.8796,Algeria
793,N. Stark,23,Hertha BSC,78,84,1.905,Germany
794,M. Lemina,24,Southampton,78,83,1.8288,Gabon
795,L. Dendoncker,23,Wolverhampton Wanderers,78,84,1.8796,Belgium
796,Ricardo Esgaio,25,SC Braga,78,80,1.7272,Portugal
797,P. Sisto,23,RC Celta,78,84,1.7272,Denmark
798,P. Max,24,FC Augsburg,78,81,1.778,Germany
799,R. Gagliardini,24,Inter,78,82,1.905,Italy
800,Pere Pons,25,Girona FC,78,83,1.778,Spain
801,D. Berardi,23,Sassuolo,78,83,1.8288,Italy
802,M. Halstenberg,26,RB Leipzig,78,79,1.8796,Germany
803,J. Quintero,25,River Plate,78,80,1.6764,Colombia
804,Tiago Volpi,27,Querétaro,78,80,1.8542,Brazil
805,Óliver Torres,23,FC Porto,78,83,1.7526,Spain
806,Omar Mascarell,25,FC Schalke 04,78,80,1.8034,Spain
807,H. Sakai,28,Olympique de Marseille,78,78,1.8288,Japan
808,Andreas Pereira,22,Manchester United,78,84,1.778,Brazil
809,A. Januzaj,23,Real Sociedad,78,84,1.8542,Belgium
810,B. Cristante,23,Roma,78,86,1.8542,Italy
811,Matheus,25,SC Braga,78,82,1.8796,Brazil
812,B. Traoré,22,Olympique Lyonnais,78,83,1.8034,Burkina Faso
813,Y. Poulsen,24,RB Leipzig,78,80,1.9304,Denmark
814,L. Trossard,23,KRC Genk,78,84,1.7272,Belgium
815,M. Arnold,24,VfL Wolfsburg,78,83,1.8288,Germany
816,M. De Sciglio,25,Juventus,78,81,1.8288,Italy
817,Leo Baptistao,25,RCD Espanyol,78,79,1.8034,Brazil
818,V. Chiricheş,28,Napoli,78,78,1.8288,Romania
819,L. Pavoletti,29,Cagliari,78,78,1.8796,Italy
820,A. Cragno,24,Cagliari,78,84,1.8288,Italy
821,L. Castro,29,Cagliari,78,78,1.8288,Argentina
822,N. Füllkrug,25,Hannover 96,78,79,1.8796,Germany
823,F. Fajr,29,Stade Malherbe Caen,78,78,1.778,Morocco
824,R. Jiménez,27,Wolverhampton Wanderers,78,79,1.8796,Mexico
825,E. Sala,27,FC Nantes,78,78,1.8796,Argentina
826,S. García,27,Godoy Cruz,78,78,1.8034,Uruguay
827,S. Arias,26,Atlético Madrid,78,81,1.778,Colombia
828,B. Reynet,27,Toulouse Football Club,78,80,1.8542,France
829,Pozuelo,26,KRC Genk,78,79,1.7272,Spain
830,A. Trebel,27,RSC Anderlecht,78,79,1.7526,France
831,J. Lascelles,24,Newcastle United,78,83,1.8796,England
832,T. Kongolo,24,Huddersfield Town,78,83,1.8796,Netherlands
833,A. Carrillo,27,Al Hilal,78,78,1.8034,Peru
834,Álvaro,28,Villarreal CF,78,79,1.8288,Spain
835,G. Defrel,27,Sampdoria,78,78,1.778,France
836,Fernando,26,Spartak Moscow,78,81,1.7526,Brazil
837,V. Darida,27,Hertha BSC,78,78,1.7018,Czech Republic
838,R. Saponara,26,Sampdoria,78,80,1.8288,Italy
839,Pedro Mendes,27,Montpellier HSC,78,80,1.8542,Portugal
840,C. Schindler,28,Huddersfield Town,78,80,1.8796,Germany
841,N. Chadli,28,AS Monaco,78,78,1.8796,Belgium
842,Arbilla,31,SD Eibar,78,78,1.778,Spain
843,L. Dunk,26,Brighton & Hove Albion,78,81,1.9304,England
844,P. Hernández,31,Independiente,78,78,1.8542,Chile
845,J. Guidetti,26,Deportivo Alavés,78,81,1.8542,Sweden
846,Sergi Gómez,26,Sevilla FC,78,83,1.8542,Spain
847,Oriol Romeu,26,Southampton,78,80,1.8288,Spain
848,Lucas Pérez,29,West Ham United,78,78,1.8034,Spain
849,B. Natcho,30,Olympiacos CFP,78,78,1.778,Israel
850,Cláudio Ramos,26,CD Tondela,78,82,1.8288,Portugal
851,F. Lejeune,27,Newcastle United,78,80,1.8796,France
852,G. Krychowiak,28,Lokomotiv Moscow,78,79,1.8542,Poland
853,N. Lodeiro,29,Seattle Sounders FC,78,78,1.7018,Uruguay
854,O. Özyakup,25,Beşiktaş JK,78,81,1.8034,Turkey
855,C. Tévez,34,Boca Juniors,78,78,1.7018,Argentina
856,K. Papadopoulos,26,Hamburger SV,78,80,1.8542,Greece
857,M. Gradel,30,Toulouse Football Club,78,78,1.778,Ivory Coast
858,M. Debuchy,32,AS Saint-Étienne,78,78,1.7526,France
859,V. Moses,27,Chelsea,78,78,1.778,Nigeria
860,Z. Junuzović,30,FC Red Bull Salzburg,78,78,1.7272,Austria
861,Granero,30,RCD Espanyol,78,78,1.8034,Spain
862,J. Baumgartlinger,30,Bayer 04 Leverkusen,78,78,1.8288,Austria
863,Fábio Coentrão,30,Rio Ave FC,78,78,1.778,Portugal
